film_id,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,special_features,last_update
276,"ELEMENT FREDDY","A Awe-Inspiring Reflection of a Waitress And a Squirrel who must Kill a Mad Cow in A Jet Boat",2006,1,NULL,6,4.99,115,28.99,NC-17,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
285,"ENGLISH BULWORTH","A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China",2006,1,NULL,3,0.99,51,18.99,PG-13,"Deleted Scenes","2006-02-15 05:03:42"
289,"EVE RESURRECTION","A Awe-Inspiring Yarn of a Pastry Chef And a Database Administrator who must Challenge a Teacher in A Baloon",2006,1,NULL,5,4.99,66,25.99,G,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
292,"EXCITEMENT EVE","A Brilliant Documentary of a Monkey And a Car who must Conquer a Crocodile in A Shark Tank",2006,1,NULL,3,0.99,51,20.99,G,Commentaries,"2006-02-15 05:03:42"
300,"FALCON VOLUME","A Fateful Saga of a Sumo Wrestler And a Hunter who must Redeem a A Shark in New Orleans",2006,1,NULL,5,4.99,102,21.99,PG-13,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
303,"FANTASY TROOPERS","A Touching Saga of a Teacher And a Monkey who must Overcome a Secret Agent in A MySQL Convention",2006,1,NULL,6,0.99,58,27.99,PG-13,"Behind the Scenes","2006-02-15 05:03:42"
306,"FEATHERS METAL","A Thoughtful Yarn of a Monkey And a Teacher who must Find a Dog in Australia",2006,1,NULL,3,0.99,104,12.99,PG-13,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
313,"FIDELITY DEVIL","A Awe-Inspiring Drama of a Technical Writer And a Composer who must Reach a Pastry Chef in A U-Boat",2006,1,NULL,5,4.99,118,11.99,G,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
318,"FIREHOUSE VIETNAM","A Awe-Inspiring Character Study of a Boat And a Boy who must Kill a Pastry Chef in The Sahara Desert",2006,1,NULL,7,0.99,103,14.99,G,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
322,"FLATLINERS KILLER","A Taut Display of a Secret Agent And a Waitress who must Sink a Robot in An Abandoned Mine Shaft",2006,1,NULL,5,2.99,100,29.99,G,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
326,"FLYING HOOK","A Thrilling Display of a Mad Cow And a Dog who must Challenge a Frisbee in Nigeria",2006,1,NULL,6,2.99,69,18.99,NC-17,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
329,"FORREST SONS","A Thrilling Documentary of a Forensic Psychologist And a Butler who must Defeat a Explorer in A Jet Boat",2006,1,NULL,4,2.99,63,15.99,R,Commentaries,"2006-02-15 05:03:42"
330,"FORRESTER COMANCHEROS","A Fateful Tale of a Squirrel And a Forensic Psychologist who must Redeem a Man in Nigeria",2006,1,NULL,7,4.99,112,22.99,NC-17,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
334,"FREDDY STORM","A Intrepid Saga of a Man And a Lumberjack who must Vanquish a Husband in The Outback",2006,1,NULL,6,4.99,65,21.99,NC-17,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
338,"FRISCO FORREST","A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank",2006,1,NULL,6,4.99,51,23.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
339,"FROGMEN BREAKING","A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia",2006,1,NULL,5,0.99,111,17.99,R,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
347,"GAMES BOWFINGER","A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery",2006,1,NULL,7,4.99,119,17.99,PG-13,"Behind the Scenes","2006-02-15 05:03:42"
351,"GASLIGHT CRUSADE","A Amazing Epistle of a Boy And a Astronaut who must Redeem a Man in The Gulf of Mexico",2006,1,NULL,4,2.99,106,10.99,PG,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
355,"GHOSTBUSTERS ELF","A Thoughtful Epistle of a Dog And a Feminist who must Chase a Composer in Berlin",2006,1,NULL,7,0.99,101,18.99,R,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
356,"GIANT TROOPERS","A Fateful Display of a Feminist And a Monkey who must Vanquish a Monkey in The Canadian Rockies",2006,1,NULL,5,2.99,102,10.99,R,"Trailers,Commentaries","2006-02-15 05:03:42"
357,"GILBERT PELICAN","A Fateful Tale of a Man And a Feminist who must Conquer a Crocodile in A Manhattan Penthouse",2006,1,NULL,7,0.99,114,13.99,G,"Trailers,Commentaries","2006-02-15 05:03:42"
360,"GLASS DYING","A Astounding Drama of a Frisbee And a Astronaut who must Fight a Dog in Ancient Japan",2006,1,NULL,4,0.99,103,24.99,G,Trailers,"2006-02-15 05:03:42"
362,"GLORY TRACY","A Amazing Saga of a Woman And a Womanizer who must Discover a Cat in The First Manned Space Station",2006,1,NULL,7,2.99,115,13.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
363,"GO PURPLE","A Fast-Paced Display of a Car And a Database Administrator who must Battle a Woman in A Baloon",2006,1,NULL,3,0.99,54,12.99,R,Trailers,"2006-02-15 05:03:42"
369,"GOODFELLAS SALUTE","A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory",2006,1,NULL,4,4.99,56,22.99,PG,"Deleted Scenes","2006-02-15 05:03:42"
370,"GORGEOUS BINGO","A Action-Packed Display of a Sumo Wrestler And a Car who must Overcome a Waitress in A Baloon Factory",2006,1,NULL,4,2.99,108,26.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
374,"GRAFFITI LOVE","A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin",2006,1,NULL,3,0.99,117,29.99,PG,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
383,"GROOVE FICTION","A Unbelieveable Reflection of a Moose And a A Shark who must Defeat a Lumberjack in An Abandoned Mine Shaft",2006,1,NULL,6,0.99,111,13.99,NC-17,"Behind the Scenes","2006-02-15 05:03:42"
386,"GUMP DATE","A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft",2006,1,NULL,3,4.99,53,12.99,NC-17,"Deleted Scenes","2006-02-15 05:03:42"
387,"GUN BONNIE","A Boring Display of a Sumo Wrestler And a Husband who must Build a Waitress in The Gulf of Mexico",2006,1,NULL,7,0.99,100,27.99,G,"Behind the Scenes","2006-02-15 05:03:42"
388,"GUNFIGHT MOON","A Epic Reflection of a Pastry Chef And a Explorer who must Reach a Dentist in The Sahara Desert",2006,1,NULL,5,0.99,70,16.99,NC-17,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
392,"HALL CASSIDY","A Beautiful Panorama of a Pastry Chef And a A Shark who must Battle a Pioneer in Soviet Georgia",2006,1,NULL,5,4.99,51,13.99,NC-17,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
395,"HANDICAP BOONDOCK","A Beautiful Display of a Pioneer And a Squirrel who must Vanquish a Sumo Wrestler in Soviet Georgia",2006,1,NULL,4,0.99,108,28.99,R,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
396,"HANGING DEEP","A Action-Packed Yarn of a Boat And a Crocodile who must Build a Monkey in Berlin",2006,1,NULL,5,4.99,62,18.99,G,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
397,"HANKY OCTOBER","A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia",2006,1,NULL,5,2.99,107,26.99,NC-17,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
399,"HAPPINESS UNITED","A Action-Packed Panorama of a Husband And a Feminist who must Meet a Forensic Psychologist in Ancient Japan",2006,1,NULL,6,2.99,100,23.99,G,"Deleted Scenes","2006-02-15 05:03:42"
402,"HARPER DYING","A Awe-Inspiring Reflection of a Woman And a Cat who must Confront a Feminist in The Sahara Desert",2006,1,NULL,3,0.99,52,15.99,G,Trailers,"2006-02-15 05:03:42"
404,"HATE HANDICAP","A Intrepid Reflection of a Mad Scientist And a Pioneer who must Overcome a Hunter in The First Manned Space Station",2006,1,NULL,4,0.99,107,26.99,PG,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
408,"HEAD STRANGER","A Thoughtful Saga of a Hunter And a Crocodile who must Confront a Dog in The Gulf of Mexico",2006,1,NULL,4,4.99,69,28.99,R,"Trailers,Commentaries","2006-02-15 05:03:42"
409,"HEARTBREAKERS BRIGHT","A Awe-Inspiring Documentary of a A Shark And a Dentist who must Outrace a Pastry Chef in The Canadian Rockies",2006,1,NULL,3,4.99,59,9.99,G,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
412,"HEAVYWEIGHTS BEAST","A Unbelieveable Story of a Composer And a Dog who must Overcome a Womanizer in An Abandoned Amusement Park",2006,1,NULL,6,4.99,102,25.99,G,"Deleted Scenes","2006-02-15 05:03:42"
416,"HIGHBALL POTTER","A Action-Packed Saga of a Husband And a Dog who must Redeem a Database Administrator in The Sahara Desert",2006,1,NULL,6,0.99,110,10.99,R,"Deleted Scenes","2006-02-15 05:03:42"
423,"HOLLYWOOD ANONYMOUS","A Fast-Paced Epistle of a Boy And a Explorer who must Escape a Dog in A U-Boat",2006,1,NULL,7,0.99,69,29.99,PG,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
427,"HOMEWARD CIDER","A Taut Reflection of a Astronaut And a Squirrel who must Fight a Squirrel in A Manhattan Penthouse",2006,1,NULL,5,0.99,103,19.99,R,Trailers,"2006-02-15 05:03:42"
437,"HOUSE DYNAMITE","A Taut Story of a Pioneer And a Squirrel who must Battle a Student in Soviet Georgia",2006,1,NULL,7,2.99,109,13.99,R,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
438,"HUMAN GRAFFITI","A Beautiful Reflection of a Womanizer And a Sumo Wrestler who must Chase a Database Administrator in The Gulf of Mexico",2006,1,NULL,3,2.99,68,22.99,NC-17,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
440,"HUNGER ROOF","A Unbelieveable Yarn of a Student And a Database Administrator who must Outgun a Husband in An Abandoned Mine Shaft",2006,1,NULL,6,0.99,105,21.99,G,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
442,"HUNTING MUSKETEERS","A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft",2006,1,NULL,6,2.99,65,24.99,NC-17,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
445,"HYDE DOCTOR","A Fanciful Documentary of a Boy And a Woman who must Redeem a Womanizer in A Jet Boat",2006,1,NULL,5,2.99,100,11.99,G,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
449,"IDENTITY LOVER","A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback",2006,1,NULL,4,2.99,119,12.99,PG-13,"Deleted Scenes","2006-02-15 05:03:42"
455,"IMPOSSIBLE PREJUDICE","A Awe-Inspiring Yarn of a Monkey And a Hunter who must Chase a Teacher in Ancient China",2006,1,NULL,7,4.99,103,11.99,NC-17,"Deleted Scenes","2006-02-15 05:03:42"
463,"INSTINCT AIRPORT","A Touching Documentary of a Mad Cow And a Explorer who must Confront a Butler in A Manhattan Penthouse",2006,1,NULL,4,2.99,116,21.99,PG,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
464,"INTENTIONS EMPIRE","A Astounding Epistle of a Cat And a Cat who must Conquer a Mad Cow in A U-Boat",2006,1,NULL,3,2.99,107,13.99,PG-13,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
465,"INTERVIEW LIAISONS","A Action-Packed Reflection of a Student And a Butler who must Discover a Database Administrator in A Manhattan Penthouse",2006,1,NULL,4,4.99,59,17.99,R,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
466,"INTOLERABLE INTENTIONS","A Awe-Inspiring Story of a Monkey And a Pastry Chef who must Succumb a Womanizer in A MySQL Convention",2006,1,NULL,6,4.99,63,20.99,PG-13,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
477,"JAWBREAKER BROOKLYN","A Stunning Reflection of a Boat And a Pastry Chef who must Succumb a A Shark in A Jet Boat",2006,1,NULL,5,0.99,118,15.99,PG,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
478,"JAWS HARRY","A Thrilling Display of a Database Administrator And a Monkey who must Overcome a Dog in An Abandoned Fun House",2006,1,NULL,4,2.99,112,10.99,G,"Deleted Scenes","2006-02-15 05:03:42"
481,"JEKYLL FROGMEN","A Fanciful Epistle of a Student And a Astronaut who must Kill a Waitress in A Shark Tank",2006,1,NULL,4,2.99,58,22.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
482,"JEOPARDY ENCINO","A Boring Panorama of a Man And a Mad Cow who must Face a Explorer in Ancient India",2006,1,NULL,3,0.99,102,12.99,R,"Trailers,Commentaries","2006-02-15 05:03:42"
485,"JERSEY SASSY","A Lacklusture Documentary of a Madman And a Mad Cow who must Find a Feminist in Ancient Japan",2006,1,NULL,6,4.99,60,16.99,PG,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
486,"JET NEIGHBORS","A Amazing Display of a Lumberjack And a Teacher who must Outrace a Woman in A U-Boat",2006,1,NULL,7,4.99,59,14.99,R,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
488,"JOON NORTHWEST","A Thrilling Panorama of a Technical Writer And a Car who must Discover a Forensic Psychologist in A Shark Tank",2006,1,NULL,3,0.99,105,23.99,NC-17,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
489,"JUGGLER HARDLY","A Epic Story of a Mad Cow And a Astronaut who must Challenge a Car in California",2006,1,NULL,4,0.99,54,14.99,PG-13,"Trailers,Commentaries","2006-02-15 05:03:42"
494,"KARATE MOON","A Astounding Yarn of a Womanizer And a Dog who must Reach a Waitress in A MySQL Convention",2006,1,NULL,4,0.99,120,21.99,PG-13,"Behind the Scenes","2006-02-15 05:03:42"
497,"KILL BROTHERHOOD","A Touching Display of a Hunter And a Secret Agent who must Redeem a Husband in The Outback",2006,1,NULL,4,0.99,54,15.99,G,"Trailers,Commentaries","2006-02-15 05:03:42"
506,"LADY STAGE","A Beautiful Character Study of a Woman And a Man who must Pursue a Explorer in A U-Boat",2006,1,NULL,4,4.99,67,14.99,PG,"Trailers,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
507,"LADYBUGS ARMAGEDDON","A Fateful Reflection of a Dog And a Mad Scientist who must Meet a Mad Scientist in New Orleans",2006,1,NULL,4,0.99,113,13.99,NC-17,"Deleted Scenes","2006-02-15 05:03:42"
512,"LEAGUE HELLFIGHTERS","A Thoughtful Saga of a A Shark And a Monkey who must Outgun a Student in Ancient China",2006,1,NULL,5,4.99,110,25.99,PG-13,Trailers,"2006-02-15 05:03:42"
514,"LEBOWSKI SOLDIERS","A Beautiful Epistle of a Secret Agent And a Pioneer who must Chase a Astronaut in Ancient China",2006,1,NULL,6,2.99,69,17.99,PG-13,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
515,"LEGALLY SECRETARY","A Astounding Tale of a A Shark And a Moose who must Meet a Womanizer in The Sahara Desert",2006,1,NULL,7,4.99,113,14.99,PG,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
516,"LEGEND JEDI","A Awe-Inspiring Epistle of a Pioneer And a Student who must Outgun a Crocodile in The Outback",2006,1,NULL,7,0.99,59,18.99,PG,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
524,"LION UNCUT","A Intrepid Display of a Pastry Chef And a Cat who must Kill a A Shark in Ancient China",2006,1,NULL,6,0.99,50,13.99,PG,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
526,"LOCK REAR","A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan",2006,1,NULL,7,2.99,120,10.99,R,"Trailers,Commentaries","2006-02-15 05:03:42"
529,"LONELY ELEPHANT","A Intrepid Story of a Student And a Dog who must Challenge a Explorer in Soviet Georgia",2006,1,NULL,3,2.99,67,12.99,G,"Trailers,Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
530,"LORD ARIZONA","A Action-Packed Display of a Frisbee And a Pastry Chef who must Pursue a Crocodile in A Jet Boat",2006,1,NULL,5,2.99,108,27.99,PG-13,Trailers,"2006-02-15 05:03:42"
534,"LOUISIANA HARRY","A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank",2006,1,NULL,5,0.99,70,18.99,PG-13,Trailers,"2006-02-15 05:03:42"
536,"LOVELY JINGLE","A Fanciful Yarn of a Crocodile And a Forensic Psychologist who must Discover a Crocodile in The Outback",2006,1,NULL,3,2.99,65,18.99,PG,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
542,"LUST LOCK","A Fanciful Panorama of a Hunter And a Dentist who must Meet a Secret Agent in The Sahara Desert",2006,1,NULL,3,2.99,52,28.99,G,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
543,"MADIGAN DORADO","A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback",2006,1,NULL,5,4.99,116,20.99,R,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
547,"MAGIC MALLRATS","A Touching Documentary of a Pastry Chef And a Pastry Chef who must Build a Mad Scientist in California",2006,1,NULL,3,0.99,117,19.99,PG,"Trailers,Commentaries","2006-02-15 05:03:42"
548,"MAGNIFICENT CHITTY","A Insightful Story of a Teacher And a Hunter who must Face a Mad Cow in California",2006,1,NULL,3,2.99,53,27.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
559,"MARRIED GO","A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert",2006,1,NULL,7,2.99,114,22.99,G,"Behind the Scenes","2006-02-15 05:03:42"
560,"MARS ROMAN","A Boring Drama of a Car And a Dog who must Succumb a Madman in Soviet Georgia",2006,1,NULL,6,0.99,62,21.99,NC-17,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
565,"MATRIX SNOWMAN","A Action-Packed Saga of a Womanizer And a Woman who must Overcome a Student in California",2006,1,NULL,6,4.99,56,9.99,PG-13,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
570,"MERMAID INSECTS","A Lacklusture Drama of a Waitress And a Husband who must Fight a Husband in California",2006,1,NULL,5,4.99,104,20.99,NC-17,"Trailers,Behind the Scenes","2006-02-15 05:03:42"
572,"METROPOLIS COMA","A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory",2006,1,NULL,4,2.99,64,9.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
573,"MICROCOSMOS PARADISE","A Touching Character Study of a Boat And a Student who must Sink a A Shark in Nigeria",2006,1,NULL,6,2.99,105,22.99,PG-13,Commentaries,"2006-02-15 05:03:42"
577,"MILE MULAN","A Lacklusture Epistle of a Cat And a Husband who must Confront a Boy in A MySQL Convention",2006,1,NULL,4,0.99,64,10.99,PG,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
581,"MINORITY KISS","A Insightful Display of a Lumberjack And a Sumo Wrestler who must Meet a Man in The Outback",2006,1,NULL,4,0.99,59,16.99,G,Trailers,"2006-02-15 05:03:42"
585,"MOB DUFFEL","A Unbelieveable Documentary of a Frisbee And a Boat who must Meet a Boy in The Canadian Rockies",2006,1,NULL,4,0.99,105,25.99,G,Trailers,"2006-02-15 05:03:42"
586,"MOCKINGBIRD HOLLYWOOD","A Thoughtful Panorama of a Man And a Car who must Sink a Composer in Berlin",2006,1,NULL,4,0.99,60,27.99,PG,"Behind the Scenes","2006-02-15 05:03:42"
592,"MONSTER SPARTACUS","A Fast-Paced Story of a Waitress And a Cat who must Fight a Girl in Australia",2006,1,NULL,6,2.99,107,28.99,PG,"Commentaries,Behind the Scenes","2006-02-15 05:03:42"
598,"MOSQUITO ARMAGEDDON","A Thoughtful Character Study of a Waitress And a Feminist who must Build a Teacher in Ancient Japan",2006,1,NULL,6,0.99,57,22.99,G,Trailers,"2006-02-15 05:03:42"
599,"MOTHER OLEANDER","A Boring Tale of a Husband And a Boy who must Fight a Squirrel in Ancient China",2006,1,NULL,3,0.99,103,20.99,R,"Trailers,Commentaries","2006-02-15 05:03:42"
603,"MOVIE SHAKESPEARE","A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin",2006,1,NULL,6,4.99,53,27.99,PG,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
607,"MUPPET MILE","A Lacklusture Story of a Madman And a Teacher who must Kill a Frisbee in The Gulf of Mexico",2006,1,NULL,5,4.99,50,18.99,PG,"Trailers,Deleted Scenes","2006-02-15 05:03:42"
617,"NATURAL STOCK","A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory",2006,1,NULL,4,0.99,50,24.99,PG-13,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
626,"NOON PAPI","A Unbelieveable Character Study of a Mad Scientist And a Astronaut who must Find a Pioneer in A Manhattan Penthouse",2006,1,NULL,5,2.99,57,12.99,G,"Behind the Scenes","2006-02-15 05:03:42"
627,"NORTH TEQUILA","A Beautiful Character Study of a Mad Cow And a Robot who must Reach a Womanizer in New Orleans",2006,1,NULL,4,4.99,67,9.99,NC-17,"Commentaries,Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
631,"NOVOCAINE FLIGHT","A Fanciful Display of a Student And a Teacher who must Outgun a Crocodile in Nigeria",2006,1,NULL,4,0.99,64,11.99,G,"Trailers,Commentaries,Deleted Scenes","2006-02-15 05:03:42"
633,"OCTOBER SUBMARINE","A Taut Epistle of a Monkey And a Boy who must Confront a Husband in A Jet Boat",2006,1,NULL,6,4.99,54,10.99,PG-13,"Trailers,Commentaries,Behind the Scenes","2006-02-15 05:03:42"
635,"OKLAHOMA JUMANJI","A Thoughtful Drama of a Dentist And a Womanizer who must Meet a Husband in The Sahara Desert",2006,1,NULL,7,0.99,58,15.99,PG,"Behind the Scenes","2006-02-15 05:03:42"
640,"OPUS ICE","A Fast-Paced Drama of a Hunter And a Boy who must Discover a Feminist in The Sahara Desert",2006,1,NULL,5,4.99,102,21.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
642,"ORDER BETRAYED","A Amazing Saga of a Dog And a A Shark who must Challenge a Cat in The Sahara Desert",2006,1,NULL,7,2.99,120,13.99,PG-13,"Deleted Scenes,Behind the Scenes","2006-02-15 05:03:42"
643,"ORIENT CLOSER","A Astounding Epistle of a Technical Writer And a Teacher who must Fight a Squirrel in The Sahara Desert",2006,1,NULL,3,2.99,118,22.99,R,"Commentaries,Deleted Scenes","2006-02-15 05:03:42"
